Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-09-01,2017,9,1,Friday,35,2017-35,91.25,92.36,90.95,91.7,9815800,80.87,0.008911673275450172,80.63571428571429,80.87480000000001
2017-09-05,2017,9,5,Tuesday,36,2017-36,91.02,91.11,89.02,89.51,16897300,78.94,-0.023882229254608145,80.43285714285715,80.93
2017-09-06,2017,9,6,Wednesday,36,2017-36,90.0,90.52,89.64,90.11,11845700,79.47,0.006703393352469833,80.30857142857144,80.989
2017-09-07,2017,9,7,Thursday,36,2017-36,90.11,90.13,88.08,88.53,14592300,78.07,-0.017534368568224212,80.175,81.0058
2017-09-08,2017,9,8,Friday,36,2017-36,88.31,89.42,88.24,88.42,14242200,77.98,-0.0012424000229053211,80.02928571428572,80.9898
2017-09-11,2017,9,11,Monday,37,2017-37,89.39,90.25,88.95,89.79,13219000,79.19,0.015494234497522408,79.97642857142857,80.9746
2017-09-12,2017,9,12,Tuesday,37,2017-37,90.17,91.25,90.1,90.89,14003800,80.16,0.012250908487246415,79.9342857142857,80.9746
2017-09-13,2017,9,13,Wednesday,37,2017-37,90.61,91.5,90.32,91.15,12485400,80.39,0.0028602104277275497,79.90214285714286,80.9464
2017-09-14,2017,9,14,Thursday,37,2017-37,91.2,91.53,90.74,90.97,10562800,80.23,-0.0019745128019688085,79.86785714285715,80.8986
2017-09-15,2017,9,15,Friday,37,2017-37,91.08,91.71,90.76,91.62,18171800,80.8,0.007145189761442738,79.85071428571429,80.8676
2017-09-18,2017,9,18,Monday,38,2017-38,91.93,93.14,91.85,92.92,11318700,81.95,0.014188902027373107,79.93428571428572,80.8512
2017-09-19,2017,9,19,Tuesday,38,2017-38,92.71,94.36,92.52,93.94,12626100,82.85,0.010977323066008626,80.11357142857142,80.8646
2017-09-20,2017,9,20,Wednesday,38,2017-38,94.1,95.29,93.71,94.6,15311600,83.43,0.007025561628677179,80.32071428571429,80.8958
2017-09-21,2017,9,21,Thursday,38,2017-38,94.46,95.37,94.19,95.03,10851500,83.81,0.004545560543078642,80.58142857142856,80.9404
2017-09-22,2017,9,22,Friday,38,2017-38,94.7,94.98,94.43,94.83,8358300,83.63,-0.00210464105259911,80.77857142857144,80.9708
2017-09-25,2017,9,25,Monday,39,2017-39,94.51,94.88,93.45,94.12,10463400,83.0,-0.007487010169635044,81.06857142857143,81.00359999999999
2017-09-26,2017,9,26,Tuesday,39,2017-39,93.78,94.03,93.34,93.7,9358100,82.63,-0.004462303790715438,81.2942857142857,81.0442
